Hour,Month,Day,Hour of Day,Generation (kWh)
3292,5,17,3,0.000
3293,5,17,4,0.000
3294,5,17,5,2.659
3295,5,17,6,7.481
3296,5,17,7,26.323
3297,5,17,8,32.556
3298,5,17,9,35.457
3299,5,17,10,46.034
3300,5,17,11,49.612
3301,5,17,12,34.179
3302,5,17,13,30.219
3303,5,17,14,35.437
3304,5,17,15,33.727
3305,5,17,16,16.893
3306,5,17,17,13.260
3307,5,17,18,5.826
3308,5,17,19,1.197
3309,5,17,20,0.000
3310,5,17,21,0.000
3311,5,17,22,0.000
3312,5,17,23,0.000
3313,5,18,0,0.000
3314,5,18,1,0.000
3315,5,18,2,0.000
3316,5,18,3,0.000
3317,5,18,4,0.000
3318,5,18,5,1.573
3319,5,18,6,7.276
3320,5,18,7,17.554
3321,5,18,8,28.310
3322,5,18,9,39.855
3323,5,18,10,44.249
3324,5,18,11,58.446
3325,5,18,12,52.176
3326,5,18,13,60.610
3327,5,18,14,42.711
3328,5,18,15,47.863
3329,5,18,16,29.382
3330,5,18,17,25.119
3331,5,18,18,7.812
3332,5,18,19,1.275
3333,5,18,20,0.000
3334,5,18,21,0.000
3335,5,18,22,0.000
3336,5,18,23,0.000
3337,5,19,0,0.000
3338,5,19,1,0.000
3339,5,19,2,0.000
3340,5,19,3,0.000
3341,5,19,4,0.000
3342,5,19,5,2.762
3343,5,19,6,7.938
3344,5,19,7,31.264
3345,5,19,8,55.493
3346,5,19,9,52.278
3347,5,19,10,49.972
3348,5,19,11,51.053
3349,5,19,12,54.275
3350,5,19,13,60.193
3351,5,19,14,55.298
3352,5,19,15,56.154
3353,5,19,16,46.196
3354,5,19,17,27.109
3355,5,19,18,8.790
3356,5,19,19,2.358
3357,5,19,20,0.000
3358,5,19,21,0.000
3359,5,19,22,0.000
3360,5,19,23,0.000
3361,5,20,0,0.000
3362,5,20,1,0.000
3363,5,20,2,0.000
3364,5,20,3,0.000
3365,5,20,4,0.000
3366,5,20,5,3.201
3367,5,20,6,11.379
3368,5,20,7,28.558
3369,5,20,8,51.653
3370,5,20,9,68.044
3371,5,20,10,69.139
3372,5,20,11,88.437
3373,5,20,12,90.327
3374,5,20,13,82.821
3375,5,20,14,78.094
3376,5,20,15,46.298
3377,5,20,16,43.328
3378,5,20,17,26.570
3379,5,20,18,9.114
3380,5,20,19,2.352
3381,5,20,20,0.000
3382,5,20,21,0.000
3383,5,20,22,0.000
3384,5,20,23,0.000
3385,5,21,0,0.000
3386,5,21,1,0.000
3387,5,21,2,0.000
3388,5,21,3,0.000
3389,5,21,4,0.000
3390,5,21,5,2.478
3391,5,21,6,9.850
3392,5,21,7,23.834
3393,5,21,8,44.871
3394,5,21,9,43.770
3395,5,21,10,67.604
3396,5,21,11,69.784
3397,5,21,12,63.320
3398,5,21,13,69.528
3399,5,21,14,62.119
3400,5,21,15,47.873
3401,5,21,16,37.100
3402,5,21,17,15.824
3403,5,21,18,6.641
3404,5,21,19,1.285
3405,5,21,20,0.000
3406,5,21,21,0.000
3407,5,21,22,0.000
3408,5,21,23,0.000
3409,5,22,0,0.000
3410,5,22,1,0.000
3411,5,22,2,0.000
3412,5,22,3,0.000
3413,5,22,4,0.000
3414,5,22,5,3.086
3415,5,22,6,11.384
3416,5,22,7,22.484
3417,5,22,8,43.830
3418,5,22,9,58.041
3419,5,22,10,73.175
3420,5,22,11,84.902
3421,5,22,12,93.478
3422,5,22,13,92.812
3423,5,22,14,77.783
3424,5,22,15,76.534
3425,5,22,16,56.660
3426,5,22,17,30.014
3427,5,22,18,7.945
3428,5,22,19,2.692
3429,5,22,20,0.000
3430,5,22,21,0.000
3431,5,22,22,0.000
3432,5,22,23,0.000
3433,5,23,0,0.000
3434,5,23,1,0.000
3435,5,23,2,0.000
3436,5,23,3,0.000
3437,5,23,4,0.000
3438,5,23,5,2.899
3439,5,23,6,6.974
3440,5,23,7,23.134
3441,5,23,8,37.427
3442,5,23,9,48.068
3443,5,23,10,54.737
3444,5,23,11,66.395
3445,5,23,12,71.547
3446,5,23,13,56.852
3447,5,23,14,54.368
3448,5,23,15,57.241
3449,5,23,16,39.676
3450,5,23,17,25.501
3451,5,23,18,8.561
3452,5,23,19,2.119
3453,5,23,20,0.000
3454,5,23,21,0.000
3455,5,23,22,0.000
3456,5,23,23,0.000
3457,5,24,0,0.000
3458,5,24,1,0.000
3459,5,24,2,0.000
3460,5,24,3,0.000
3461,5,24,4,0.000
3462,5,24,5,3.095
3463,5,24,6,8.190
3464,5,24,7,21.483
3465,5,24,8,37.396
3466,5,24,9,51.468
3467,5,24,10,41.068
3468,5,24,11,45.957
3469,5,24,12,38.896
3470,5,24,13,39.031
3471,5,24,14,39.771
3472,5,24,15,34.529
3473,5,24,16,25.433
3474,5,24,17,15.176
3475,5,24,18,4.395
3476,5,24,19,1.296
3477,5,24,20,0.000
3478,5,24,21,0.000
3479,5,24,22,0.000
3480,5,24,23,0.000
3481,5,25,0,0.000
3482,5,25,1,0.000
3483,5,25,2,0.000
3484,5,25,3,0.000
3485,5,25,4,0.000
3486,5,25,5,3.604
3487,5,25,6,9.763
3488,5,25,7,27.100
3489,5,25,8,44.009
3490,5,25,9,54.455
3491,5,25,10,45.782
3492,5,25,11,52.843
3493,5,25,12,56.199
3494,5,25,13,57.606
3495,5,25,14,73.134
3496,5,25,15,65.320
3497,5,25,16,45.166
3498,5,25,17,27.769
3499,5,25,18,9.128
3500,5,25,19,3.130
3501,5,25,20,0.000
3502,5,25,21,0.000
3503,5,25,22,0.000
3504,5,25,23,0.000
3505,5,26,0,0.000
3506,5,26,1,0.000
3507,5,26,2,0.000
3508,5,26,3,0.000
3509,5,26,4,0.000
3510,5,26,5,1.151
3511,5,26,6,7.175
3512,5,26,7,20.305
3513,5,26,8,30.697
3514,5,26,9,48.572
3515,5,26,10,76.443
3516,5,26,11,66.867
3517,5,26,12,88.878
3518,5,26,13,72.712
3519,5,26,14,42.476
3520,5,26,15,24.492
3521,5,26,16,18.048
3522,5,26,17,6.305
3523,5,26,18,3.506
3524,5,26,19,0.080
3525,5,26,20,0.000
3526,5,26,21,0.000
3527,5,26,22,0.000
3528,5,26,23,0.000
3529,5,27,0,0.000
3530,5,27,1,0.000
3531,5,27,2,0.000
3532,5,27,3,0.000
3533,5,27,4,0.000
3534,5,27,5,3.242
3535,5,27,6,10.018
3536,5,27,7,26.353
3537,5,27,8,38.364
3538,5,27,9,53.371
3539,5,27,10,52.886
3540,5,27,11,75.601
3541,5,27,12,65.005
3542,5,27,13,59.227
3543,5,27,14,64.209
3544,5,27,15,65.751
3545,5,27,16,48.606
3546,5,27,17,26.023
3547,5,27,18,10.723
3548,5,27,19,2.890
3549,5,27,20,0.000
3550,5,27,21,0.000
3551,5,27,22,0.000
3552,5,27,23,0.000
3553,5,28,0,0.000
3554,5,28,1,0.000
3555,5,28,2,0.000
3556,5,28,3,0.000
3557,5,28,4,0.000
3558,5,28,5,2.380
3559,5,28,6,7.441
3560,5,28,7,14.716
3561,5,28,8,27.190
3562,5,28,9,41.319
3563,5,28,10,45.995
3564,5,28,11,66.173
3565,5,28,12,44.939
3566,5,28,13,45.988
3567,5,28,14,34.119
3568,5,28,15,39.288
3569,5,28,16,24.244
3570,5,28,17,13.274
3571,5,28,18,5.410
3572,5,28,19,1.301
3573,5,28,20,0.000
3574,5,28,21,0.000
3575,5,28,22,0.000
3576,5,28,23,0.000
3577,5,29,0,0.000
3578,5,29,1,0.000
3579,5,29,2,0.000
3580,5,29,3,0.000
3581,5,29,4,0.000
3582,5,29,5,2.162
3583,5,29,6,7.390
3584,5,29,7,15.602
3585,5,29,8,27.749
3586,5,29,9,28.195
3587,5,29,10,27.857
3588,5,29,11,40.312
3589,5,29,12,36.274
3590,5,29,13,36.954
3591,5,29,14,36.547
3592,5,29,15,38.726
3593,5,29,16,17.680
3594,5,29,17,10.218
3595,5,29,18,3.584
3596,5,29,19,1.595
3597,5,29,20,0.000
3598,5,29,21,0.000
3599,5,29,22,0.000
3600,5,29,23,0.000
3601,5,30,0,0.000
3602,5,30,1,0.000
3603,5,30,2,0.000
3604,5,30,3,0.000
3605,5,30,4,0.000
3606,5,30,5,2.451
3607,5,30,6,9.463
3608,5,30,7,21.291
3609,5,30,8,27.312
3610,5,30,9,38.404
3611,5,30,10,35.917
3612,5,30,11,41.733
3613,5,30,12,64.026
3614,5,30,13,63.719
3615,5,30,14,53.879
3616,5,30,15,49.375
3617,5,30,16,39.127
3618,5,30,17,24.436
3619,5,30,18,8.299
3620,5,30,19,1.787
3621,5,30,20,0.000
3622,5,30,21,0.000
3623,5,30,22,0.000
3624,5,30,23,0.000
3625,5,31,0,0.000
3626,5,31,1,0.000
3627,5,31,2,0.000
3628,5,31,3,0.000
3629,5,31,4,0.000
3630,5,31,5,3.219
3631,5,31,6,11.273
3632,5,31,7,31.898
3633,5,31,8,46.321
3634,5,31,9,46.981
3635,5,31,10,44.452
3636,5,31,11,41.936
3637,5,31,12,46.867
3638,5,31,13,46.829
3639,5,31,14,48.260
3640,5,31,15,37.293
3641,5,31,16,28.738
3642,5,31,17,18.631
3643,5,31,18,6.071
3644,5,31,19,1.350
3645,5,31,20,0.000
3646,5,31,21,0.000
3647,5,31,22,0.000
3648,5,31,23,0.000
3649,6,1,0,0.000
3650,6,1,1,0.000
3651,6,1,2,0.000
3652,6,1,3,0.000
3653,6,1,4,0.000
3654,6,1,5,1.362
3655,6,1,6,3.854
3656,6,1,7,8.650
3657,6,1,8,16.648
3658,6,1,9,17.767
3659,6,1,10,31.038
3660,6,1,11,23.963
3661,6,1,12,35.509
3662,6,1,13,18.466
3663,6,1,14,31.212
3664,6,1,15,30.951
3665,6,1,16,29.466
3666,6,1,17,19.218
3667,6,1,18,6.028
3668,6,1,19,1.579
3669,6,1,20,0.000
3670,6,1,21,0.000
3671,6,1,22,0.000
3672,6,1,23,0.000
3673,6,2,0,0.000
3674,6,2,1,0.000
3675,6,2,2,0.000
3676,6,2,3,0.000
3677,6,2,4,0.000
3678,6,2,5,4.046
3679,6,2,6,12.479
3680,6,2,7,35.868
3681,6,2,8,57.176
3682,6,2,9,68.330
3683,6,2,10,67.560
3684,6,2,11,81.931
3685,6,2,12,81.717
3686,6,2,13,77.430
3687,6,2,14,78.076
3688,6,2,15,56.661
3689,6,2,16,45.890
3690,6,2,17,29.447
3691,6,2,18,9.358
3692,6,2,19,1.213
3693,6,2,20,0.000
3694,6,2,21,0.000
3695,6,2,22,0.000
3696,6,2,23,0.000
3697,6,3,0,0.000
3698,6,3,1,0.000
3699,6,3,2,0.000
3700,6,3,3,0.000
3701,6,3,4,0.000
3702,6,3,5,4.848
3703,6,3,6,11.779
3704,6,3,7,25.335
3705,6,3,8,45.567
3706,6,3,9,58.456
3707,6,3,10,62.723
3708,6,3,11,75.555
3709,6,3,12,66.559
3710,6,3,13,60.459
3711,6,3,14,45.940
3712,6,3,15,43.820
3713,6,3,16,33.793
3714,6,3,17,19.620
3715,6,3,18,7.595
3716,6,3,19,2.097
3717,6,3,20,0.000
3718,6,3,21,0.000
3719,6,3,22,0.000
3720,6,3,23,0.000
3721,6,4,0,0.000
3722,6,4,1,0.000
3723,6,4,2,0.000
3724,6,4,3,0.000
3725,6,4,4,0.000
3726,6,4,5,2.071
3727,6,4,6,8.486
3728,6,4,7,18.197
3729,6,4,8,26.901
3730,6,4,9,40.201
3731,6,4,10,53.329
3732,6,4,11,59.829
3733,6,4,12,66.385
3734,6,4,13,47.559
3735,6,4,14,49.878
3736,6,4,15,31.335
3737,6,4,16,23.304
3738,6,4,17,20.582
3739,6,4,18,6.967
3740,6,4,19,2.612
3741,6,4,20,0.000
3742,6,4,21,0.000
3743,6,4,22,0.000
3744,6,4,23,0.000
3745,6,5,0,0.000
3746,6,5,1,0.000
3747,6,5,2,0.000
3748,6,5,3,0.000
3749,6,5,4,0.133
3750,6,5,5,3.560
3751,6,5,6,9.974
3752,6,5,7,30.842
3753,6,5,8,43.226
3754,6,5,9,53.897
3755,6,5,10,44.110
3756,6,5,11,61.418
3757,6,5,12,63.352
3758,6,5,13,70.054
3759,6,5,14,62.959
3760,6,5,15,52.046
3761,6,5,16,39.833
3762,6,5,17,23.823
3763,6,5,18,9.302
3764,6,5,19,1.926
3765,6,5,20,0.000
3766,6,5,21,0.000
3767,6,5,22,0.000
3768,6,5,23,0.000
3769,6,6,0,0.000
3770,6,6,1,0.000
3771,6,6,2,0.000
3772,6,6,3,0.000
3773,6,6,4,0.075
3774,6,6,5,5.045
3775,6,6,6,13.506
3776,6,6,7,26.415
3777,6,6,8,36.597
3778,6,6,9,56.536
3779,6,6,10,68.688
3780,6,6,11,63.909
3781,6,6,12,80.328
3782,6,6,13,66.195
3783,6,6,14,71.196
3784,6,6,15,53.708
3785,6,6,16,37.526
3786,6,6,17,22.254
3787,6,6,18,9.482
3788,6,6,19,2.587
3789,6,6,20,0.000
3790,6,6,21,0.000
3791,6,6,22,0.000
3792,6,6,23,0.000
3793,6,7,0,0.000
3794,6,7,1,0.000
3795,6,7,2,0.000
3796,6,7,3,0.000
3797,6,7,4,0.077
3798,6,7,5,1.292
3799,6,7,6,5.280
3800,6,7,7,15.133
3801,6,7,8,22.785
3802,6,7,9,30.365
3803,6,7,10,33.868
3804,6,7,11,41.114
3805,6,7,12,32.889
3806,6,7,13,26.699
3807,6,7,14,52.215
3808,6,7,15,31.610
3809,6,7,16,29.292
3810,6,7,17,15.342
3811,6,7,18,6.947
3812,6,7,19,2.105
3813,6,7,20,0.000
3814,6,7,21,0.000
3815,6,7,22,0.000
3816,6,7,23,0.000
3817,6,8,0,0.000
3818,6,8,1,0.000
3819,6,8,2,0.000
3820,6,8,3,0.000
3821,6,8,4,0.078
3822,6,8,5,2.910
3823,6,8,6,10.186
3824,6,8,7,32.333
3825,6,8,8,57.033
3826,6,8,9,62.727
3827,6,8,10,47.849
3828,6,8,11,32.624
3829,6,8,12,52.923
3830,6,8,13,71.400
3831,6,8,14,56.580
3832,6,8,15,51.135
3833,6,8,16,39.215
3834,6,8,17,19.824
3835,6,8,18,10.184
3836,6,8,19,3.842
3837,6,8,20,0.000
3838,6,8,21,0.000
3839,6,8,22,0.000
3840,6,8,23,0.000
3841,6,9,0,0.000
3842,6,9,1,0.000
3843,6,9,2,0.000
3844,6,9,3,0.000
3845,6,9,4,0.102
3846,6,9,5,3.379
3847,6,9,6,11.014
3848,6,9,7,27.406
3849,6,9,8,46.209
3850,6,9,9,65.088
3851,6,9,10,61.148
3852,6,9,11,68.165
3853,6,9,12,70.429
3854,6,9,13,49.971
3855,6,9,14,39.261
3856,6,9,15,41.751
3857,6,9,16,21.635
3858,6,9,17,17.700
3859,6,9,18,6.295
3860,6,9,19,1.406
3861,6,9,20,0.000
3862,6,9,21,0.000
3863,6,9,22,0.000
3864,6,9,23,0.000
3865,6,10,0,0.000
3866,6,10,1,0.000
3867,6,10,2,0.000
3868,6,10,3,0.000
3869,6,10,4,0.082
3870,6,10,5,4.240
3871,6,10,6,10.060
3872,6,10,7,26.611
3873,6,10,8,42.973
3874,6,10,9,57.329
3875,6,10,10,44.648
3876,6,10,11,74.601
3877,6,10,12,66.101
3878,6,10,13,60.156
3879,6,10,14,62.688
3880,6,10,15,62.359
3881,6,10,16,37.426
3882,6,10,17,18.273
3883,6,10,18,6.676
3884,6,10,19,2.142
3885,6,10,20,0.000
3886,6,10,21,0.000
3887,6,10,22,0.000
3888,6,10,23,0.000
3889,6,11,0,0.000
3890,6,11,1,0.000
3891,6,11,2,0.000
3892,6,11,3,0.000
3893,6,11,4,0.075
3894,6,11,5,2.484
3895,6,11,6,9.047
3896,6,11,7,18.989
3897,6,11,8,26.766
3898,6,11,9,35.260
3899,6,11,10,47.259
3900,6,11,11,45.613
3901,6,11,12,61.194
3902,6,11,13,54.951
3903,6,11,14,39.727
3904,6,11,15,18.991
3905,6,11,16,10.284
3906,6,11,17,5.572
3907,6,11,18,4.413
3908,6,11,19,0.355
3909,6,11,20,0.000
3910,6,11,21,0.000
3911,6,11,22,0.000
3912,6,11,23,0.000
3913,6,12,0,0.000
3914,6,12,1,0.000
3915,6,12,2,0.000
3916,6,12,3,0.000
3917,6,12,4,0.044
3918,6,12,5,2.769
3919,6,12,6,6.122
3920,6,12,7,13.531
3921,6,12,8,22.454
3922,6,12,9,38.745
3923,6,12,10,25.880
3924,6,12,11,17.187
3925,6,12,12,34.458
3926,6,12,13,33.256
3927,6,12,14,42.683
3928,6,12,15,33.665
3929,6,12,16,29.053
3930,6,12,17,16.536
3931,6,12,18,5.370
3932,6,12,19,3.106
3933,6,12,20,0.000
3934,6,12,21,0.000
3935,6,12,22,0.000
3936,6,12,23,0.000
3937,6,13,0,0.000
3938,6,13,1,0.000
3939,6,13,2,0.000
3940,6,13,3,0.000
3941,6,13,4,0.165
3942,6,13,5,2.411
3943,6,13,6,8.619
3944,6,13,7,15.309
3945,6,13,8,24.860
3946,6,13,9,45.928
3947,6,13,10,56.145
3948,6,13,11,49.583
3949,6,13,12,56.112
3950,6,13,13,39.969
3951,6,13,14,60.723
3952,6,13,15,42.095
3953,6,13,16,28.157
3954,6,13,17,16.298
3955,6,13,18,7.544
3956,6,13,19,2.149
3957,6,13,20,0.000
3958,6,13,21,0.000
3959,6,13,22,0.000
3960,6,13,23,0.000
3961,6,14,0,0.000
3962,6,14,1,0.000
3963,6,14,2,0.000
3964,6,14,3,0.000
3965,6,14,4,0.136
3966,6,14,5,3.018
3967,6,14,6,9.432
3968,6,14,7,24.675
3969,6,14,8,24.716
3970,6,14,9,35.163
3971,6,14,10,54.634
3972,6,14,11,58.969
3973,6,14,12,39.947
3974,6,14,13,41.259
3975,6,14,14,43.202
3976,6,14,15,51.713
3977,6,14,16,29.323
3978,6,14,17,14.195
3979,6,14,18,10.225
3980,6,14,19,3.158
3981,6,14,20,0.000
3982,6,14,21,0.000
3983,6,14,22,0.000
3984,6,14,23,0.000
3985,6,15,0,0.000
3986,6,15,1,0.000
3987,6,15,2,0.000
3988,6,15,3,0.000
3989,6,15,4,0.105
3990,6,15,5,3.708
3991,6,15,6,12.315
3992,6,15,7,23.053
3993,6,15,8,26.934
3994,6,15,9,31.085
3995,6,15,10,36.476
3996,6,15,11,42.675
3997,6,15,12,43.890
3998,6,15,13,59.186
3999,6,15,14,49.528
4000,6,15,15,33.618
4001,6,15,16,26.554
4002,6,15,17,16.483
4003,6,15,18,6.171
4004,6,15,19,2.928
4005,6,15,20,0.029
4006,6,15,21,0.000
4007,6,15,22,0.000
4008,6,15,23,0.000
4009,6,16,0,0.000
4010,6,16,1,0.000
4011,6,16,2,0.000
4012,6,16,3,0.000
4013,6,16,4,0.000
4014,6,16,5,3.599
4015,6,16,6,8.810
4016,6,16,7,17.686
4017,6,16,8,32.353
4018,6,16,9,34.637
4019,6,16,10,42.835
4020,6,16,11,26.177
4021,6,16,12,43.987
4022,6,16,13,43.838
4023,6,16,14,52.984
4024,6,16,15,39.771
4025,6,16,16,28.852
4026,6,16,17,17.287
4027,6,16,18,6.256
4028,6,16,19,2.016
4029,6,16,20,0.028
4030,6,16,21,0.000
4031,6,16,22,0.000
4032,6,16,23,0.000
4033,6,17,0,0.000
4034,6,17,1,0.000
4035,6,17,2,0.000
4036,6,17,3,0.000
4037,6,17,4,0.419
4038,6,17,5,4.290
4039,6,17,6,11.505
4040,6,17,7,22.693
4041,6,17,8,41.758
4042,6,17,9,63.678
4043,6,17,10,64.427
4044,6,17,11,61.104
4045,6,17,12,63.536
4046,6,17,13,62.945
4047,6,17,14,28.500
4048,6,17,15,50.252
4049,6,17,16,31.461
4050,6,17,17,19.955
4051,6,17,18,5.888
4052,6,17,19,1.424
4053,6,17,20,0.054
4054,6,17,21,0.000
4055,6,17,22,0.000
4056,6,17,23,0.000
4057,6,18,0,0.000
4058,6,18,1,0.000
4059,6,18,2,0.000
4060,6,18,3,0.000
4061,6,18,4,0.248
4062,6,18,5,3.067
4063,6,18,6,8.120
4064,6,18,7,25.509
4065,6,18,8,39.589
4066,6,18,9,61.805
4067,6,18,10,51.079
4068,6,18,11,55.597
4069,6,18,12,50.103
4070,6,18,13,41.536
4071,6,18,14,42.135
4072,6,18,15,29.077
4073,6,18,16,29.508
4074,6,18,17,18.005
4075,6,18,18,7.786
4076,6,18,19,2.516
4077,6,18,20,0.067
4078,6,18,21,0.000
4079,6,18,22,0.000
4080,6,18,23,0.000
4081,6,19,0,0.000
4082,6,19,1,0.000
4083,6,19,2,0.000
4084,6,19,3,0.000
4085,6,19,4,0.043
4086,6,19,5,2.330
4087,6,19,6,9.399
4088,6,19,7,15.089
4089,6,19,8,23.375
4090,6,19,9,40.148
4091,6,19,10,48.944
4092,6,19,11,57.048
4093,6,19,12,57.628
4094,6,19,13,49.965
4095,6,19,14,59.420
4096,6,19,15,52.856
4097,6,19,16,38.822
4098,6,19,17,28.828
4099,6,19,18,12.448
4100,6,19,19,1.879
4101,6,19,20,0.005
4102,6,19,21,0.000
4103,6,19,22,0.000
4104,6,19,23,0.000
4105,6,20,0,0.000
4106,6,20,1,0.000
4107,6,20,2,0.000
4108,6,20,3,0.000
4109,6,20,4,0.206
4110,6,20,5,4.137
4111,6,20,6,10.788
4112,6,20,7,28.561
4113,6,20,8,41.091
4114,6,20,9,59.230
4115,6,20,10,76.005
4116,6,20,11,75.518
4117,6,20,12,77.189
4118,6,20,13,74.238
4119,6,20,14,80.071
4120,6,20,15,53.030
4121,6,20,16,44.815
4122,6,20,17,28.753
4123,6,20,18,11.471
4124,6,20,19,3.130
4125,6,20,20,0.087
4126,6,20,21,0.000
4127,6,20,22,0.000
4128,6,20,23,0.000
4129,6,21,0,0.000
4130,6,21,1,0.000
4131,6,21,2,0.000
4132,6,21,3,0.000
4133,6,21,4,0.256
4134,6,21,5,3.061
4135,6,21,6,8.920
4136,6,21,7,27.543
4137,6,21,8,37.093
4138,6,21,9,45.477
4139,6,21,10,50.386
4140,6,21,11,60.276
4141,6,21,12,65.384
4142,6,21,13,56.092
4143,6,21,14,58.771
4144,6,21,15,49.190
4145,6,21,16,34.633
4146,6,21,17,22.126
4147,6,21,18,10.024
4148,6,21,19,3.156
4149,6,21,20,0.172
4150,6,21,21,0.000
4151,6,21,22,0.000
4152,6,21,23,0.000
4153,6,22,0,0.000
4154,6,22,1,0.000
4155,6,22,2,0.000
4156,6,22,3,0.000
4157,6,22,4,0.303
4158,6,22,5,3.505
4159,6,22,6,9.553
4160,6,22,7,22.523
4161,6,22,8,36.172
4162,6,22,9,41.787
4163,6,22,10,49.098
4164,6,22,11,62.365
4165,6,22,12,68.557
4166,6,22,13,59.238
4167,6,22,14,49.682
4168,6,22,15,36.705
4169,6,22,16,29.454
4170,6,22,17,15.791
4171,6,22,18,7.318
4172,6,22,19,1.343
4173,6,22,20,0.172
4174,6,22,21,0.000
4175,6,22,22,0.000
4176,6,22,23,0.000
4177,6,23,0,0.000
4178,6,23,1,0.000
4179,6,23,2,0.000
4180,6,23,3,0.000
4181,6,23,4,0.103
4182,6,23,5,2.410
4183,6,23,6,8.603
4184,6,23,7,24.056
4185,6,23,8,43.785
4186,6,23,9,44.550
4187,6,23,10,54.013
4188,6,23,11,55.046
4189,6,23,12,61.125
4190,6,23,13,46.141
4191,6,23,14,47.831
4192,6,23,15,49.704
4193,6,23,16,39.589
4194,6,23,17,23.016
4195,6,23,18,8.120
4196,6,23,19,2.913
4197,6,23,20,0.083
4198,6,23,21,0.000
4199,6,23,22,0.000
4200,6,23,23,0.000
4201,6,24,0,0.000
4202,6,24,1,0.000
4203,6,24,2,0.000
4204,6,24,3,0.000
4205,6,24,4,0.178
4206,6,24,5,2.018
4207,6,24,6,7.140
4208,6,24,7,18.622
4209,6,24,8,32.009
4210,6,24,9,45.461
4211,6,24,10,42.318
4212,6,24,11,48.222
4213,6,24,12,53.969
4214,6,24,13,60.791
4215,6,24,14,57.885
4216,6,24,15,46.977
4217,6,24,16,40.603
4218,6,24,17,26.985
4219,6,24,18,9.368
4220,6,24,19,2.723
4221,6,24,20,0.083
4222,6,24,21,0.000
4223,6,24,22,0.000
4224,6,24,23,0.000
4225,6,25,0,0.000
4226,6,25,1,0.000
4227,6,25,2,0.000
4228,6,25,3,0.000
4229,6,25,4,0.075
4230,6,25,5,3.947
4231,6,25,6,9.798
4232,6,25,7,26.927
4233,6,25,8,38.199
4234,6,25,9,49.172
4235,6,25,10,50.078
4236,6,25,11,66.159
4237,6,25,12,83.085
4238,6,25,13,71.065
4239,6,25,14,58.314
4240,6,25,15,45.380
4241,6,25,16,37.499
4242,6,25,17,25.542
4243,6,25,18,9.630
4244,6,25,19,3.098
4245,6,25,20,0.138
4246,6,25,21,0.000
4247,6,25,22,0.000
4248,6,25,23,0.000
4249,6,26,0,0.000
4250,6,26,1,0.000
4251,6,26,2,0.000
4252,6,26,3,0.000
4253,6,26,4,0.133
4254,6,26,5,2.825
4255,6,26,6,9.002
4256,6,26,7,27.649
4257,6,26,8,44.659
4258,6,26,9,60.669
4259,6,26,10,65.183
4260,6,26,11,77.712
4261,6,26,12,73.028
4262,6,26,13,75.897
4263,6,26,14,70.446
4264,6,26,15,62.614
4265,6,26,16,38.259
4266,6,26,17,26.170
4267,6,26,18,10.496
4268,6,26,19,3.227
4269,6,26,20,0.187
4270,6,26,21,0.000
4271,6,26,22,0.000
4272,6,26,23,0.000
4273,6,27,0,0.000
4274,6,27,1,0.000
4275,6,27,2,0.000
4276,6,27,3,0.000
4277,6,27,4,0.066
4278,6,27,5,3.085
4279,6,27,6,6.915
4280,6,27,7,23.645
4281,6,27,8,38.000
4282,6,27,9,48.493
4283,6,27,10,58.068
4284,6,27,11,61.122
4285,6,27,12,73.335
4286,6,27,13,72.802
4287,6,27,14,74.750
4288,6,27,15,55.715
4289,6,27,16,38.460
4290,6,27,17,24.610
4291,6,27,18,8.282
4292,6,27,19,2.767
4293,6,27,20,0.202
4294,6,27,21,0.000
4295,6,27,22,0.000
4296,6,27,23,0.000
4297,6,28,0,0.000
4298,6,28,1,0.000
4299,6,28,2,0.000
4300,6,28,3,0.000
4301,6,28,4,0.175
4302,6,28,5,3.744
4303,6,28,6,9.890
4304,6,28,7,24.774
4305,6,28,8,36.538
4306,6,28,9,43.971
4307,6,28,10,62.787
4308,6,28,11,71.810
4309,6,28,12,74.639
4310,6,28,13,71.076
4311,6,28,14,68.332
4312,6,28,15,42.364
4313,6,28,16,31.699
4314,6,28,17,17.653
4315,6,28,18,5.448
4316,6,28,19,1.695
4317,6,28,20,0.110
4318,6,28,21,0.000
4319,6,28,22,0.000
4320,6,28,23,0.000
4321,6,29,0,0.000
4322,6,29,1,0.000
4323,6,29,2,0.000
4324,6,29,3,0.000
4325,6,29,4,0.060
4326,6,29,5,4.431
4327,6,29,6,11.839
4328,6,29,7,29.665
4329,6,29,8,47.880
4330,6,29,9,54.158
4331,6,29,10,60.545
4332,6,29,11,64.609
4333,6,29,12,65.604
4334,6,29,13,59.851
4335,6,29,14,54.312
4336,6,29,15,57.121
4337,6,29,16,42.902
4338,6,29,17,27.057
4339,6,29,18,7.003
4340,6,29,19,3.006
4341,6,29,20,0.080
4342,6,29,21,0.000
4343,6,29,22,0.000
4344,6,29,23,0.000
4345,6,30,0,0.000
4346,6,30,1,0.000
4347,6,30,2,0.000
4348,6,30,3,0.000
4349,6,30,4,0.000
4350,6,30,5,4.148
4351,6,30,6,9.215
4352,6,30,7,18.343
4353,6,30,8,24.159
4354,6,30,9,47.706
4355,6,30,10,52.335
4356,6,30,11,50.723
4357,6,30,12,72.315
4358,6,30,13,75.413
4359,6,30,14,73.299
4360,6,30,15,58.665
4361,6,30,16,37.231
4362,6,30,17,20.707
4363,6,30,18,10.148
4364,6,30,19,4.216
4365,6,30,20,0.080
